ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
5934,F,Ship,3,1,183,2,medium,F,10,4598
10126,B,Road,4,1,147,2,low,M,8,4600
9872,F,Flight,3,3,214,2,medium,F,9,4185
6236,F,Ship,5,4,173,4,high,F,8,5284
6285,A,Road,5,2,249,5,medium,M,6,1298
6077,C,Ship,3,4,188,4,low,F,6,5016
7641,A,Ship,4,1,151,3,low,F,4,5610
5432,F,Ship,4,4,261,3,high,M,9,5515
515,C,Ship,4,2,174,3,low,M,9,1682
7361,C,Ship,4,4,145,3,high,M,2,5665
3087,A,Ship,3,2,223,2,low,M,64,3595
9104,F,Ship,5,3,253,5,low,M,6,1028
2744,F,Flight,4,3,132,4,medium,M,10,1767
2266,B,Ship,4,4,223,3,medium,F,51,3895
1387,D,Flight,3,1,180,3,low,F,29,1414
6706,B,Road,2,5,127,3,medium,F,3,5964
7158,F,Ship,7,2,295,4,low,F,10,1587
6121,D,Ship,4,2,142,3,medium,F,3,4644
844,B,Ship,5,4,182,5,medium,F,23,3398
7287,A,Ship,4,1,191,2,low,F,4,5851
3718,B,Ship,3,5,274,3,low,F,3,5156
2396,F,Ship,3,3,179,3,medium,F,12,1125
7179,A,Ship,5,2,242,5,medium,F,1,1004
8156,F,Ship,3,3,224,3,medium,F,5,4214
4690,B,Ship,3,3,157,3,medium,M,10,4877
1103,C,Flight,4,1,227,3,medium,M,54,3043
6967,D,Road,2,3,215,2,medium,F,3,5052
3878,F,Ship,4,3,250,6,medium,M,7,5115
5417,C,Ship,3,1,202,3,medium,F,9,4322
3171,A,Ship,4,5,139,3,low,F,3,5824
5307,A,Ship,4,4,252,3,medium,M,1,5676
8816,F,Ship,4,4,268,3,low,F,9,4118
8776,B,Flight,4,3,226,3,medium,M,10,5305
9250,B,Ship,2,1,228,2,low,F,2,5435
4583,C,Ship,5,1,241,2,medium,F,3,5391
3624,F,Ship,3,3,155,3,low,F,3,5768
1008,F,Ship,4,5,170,3,low,F,9,1138
137,C,Flight,3,3,189,4,medium,F,51,2208
2544,F,Ship,3,3,138,6,medium,M,49,1078
3634,B,Ship,3,1,191,5,low,F,9,5196
3748,B,Ship,2,3,187,2,medium,F,10,5957
6263,C,Ship,5,2,227,5,low,F,3,1242
6103,D,Ship,4,3,170,2,low,M,3,4587
5616,F,Flight,2,3,223,3,low,F,9,5653
2547,A,Ship,3,5,190,10,medium,M,32,2931
4260,F,Flight,2,5,168,2,low,F,1,4831
5834,F,Ship,4,2,252,4,low,F,3,4956
8546,F,Ship,2,4,245,2,medium,F,3,5850
1173,A,Ship,5,2,158,3,medium,M,16,1499
10682,F,Flight,5,4,151,3,low,F,4,5522
5540,F,Ship,3,3,226,3,low,M,4,5048
3953,C,Road,3,1,254,4,medium,M,9,4571
8593,D,Ship,4,1,167,4,high,M,7,5264
6901,D,Ship,5,5,260,5,low,F,6,1860
8024,F,Ship,5,3,245,5,low,F,2,1937
579,A,Ship,3,2,173,3,low,F,15,1992
5439,A,Ship,4,4,263,4,medium,M,7,4041
3996,F,Ship,3,1,185,2,medium,M,8,5430
9173,C,Road,6,1,308,4,low,F,7,1260
3791,C,Ship,4,2,245,2,low,M,8,5871
10118,F,Road,4,1,243,3,high,F,9,4277
5855,C,Ship,5,2,272,3,high,M,5,4972
5664,F,Ship,4,2,266,2,low,F,8,5516
7205,C,Ship,5,4,252,5,low,F,10,1015
1894,B,Road,4,3,190,10,low,M,34,3935
4510,B,Road,6,5,154,2,high,M,7,4359
4307,C,Ship,4,3,191,3,medium,F,6,4563
7260,F,Flight,4,4,258,2,medium,F,5,4363
1498,B,Road,3,2,180,2,low,M,53,1853
5799,A,Ship,4,3,167,2,medium,F,2,5544
4548,F,Ship,6,4,255,4,low,F,3,1569
10615,D,Ship,3,5,228,4,low,F,7,4068
5119,D,Ship,5,2,139,4,low,F,9,5070
5105,C,Ship,2,5,175,5,low,F,8,4269
9099,A,Ship,6,5,298,4,medium,F,5,1804
3264,F,Road,4,3,209,3,medium,M,7,4104
8536,B,Ship,3,5,154,10,high,F,10,5282
10964,F,Flight,4,5,220,10,medium,M,8,4100
4724,F,Ship,4,3,140,3,low,M,1,4453
8229,A,Flight,3,4,186,2,low,F,4,4585
9750,F,Ship,3,5,147,2,medium,M,6,4350
7077,A,Ship,3,1,199,3,medium,F,8,5557
222,F,Ship,4,3,150,2,medium,M,31,1588
2859,A,Road,2,4,198,3,low,M,37,2555
44,F,Ship,3,1,174,2,low,M,44,1556
7226,F,Ship,5,4,219,2,medium,F,5,4919
4407,A,Ship,3,3,269,3,medium,M,5,4197
9062,F,Ship,2,2,160,6,medium,F,9,4972
8730,F,Ship,4,4,239,3,medium,M,6,5632
1113,A,Flight,5,1,222,3,high,M,21,2351
6466,B,Ship,4,1,253,4,low,F,1,5621
1705,D,Ship,3,3,245,2,medium,F,16,2577
8574,F,Ship,4,3,252,3,medium,F,10,5802
4929,A,Flight,2,5,271,3,low,M,4,5775
8894,F,Road,4,1,226,5,low,M,9,1530
6876,F,Ship,5,2,248,5,low,M,4,1284
9647,C,Ship,3,5,198,4,low,F,10,4829
10378,B,Ship,4,3,165,2,low,M,2,5210
9517,D,Ship,4,4,169,4,medium,F,8,5493
2289,A,Ship,5,4,187,2,medium,F,10,3549
3964,B,Road,4,5,213,3,medium,F,7,4114
9629,C,Ship,6,1,286,4,medium,M,10,1177
6584,F,Flight,5,2,244,6,low,F,7,1315
6025,D,Flight,5,3,270,5,medium,F,7,1303
9435,A,Road,3,1,146,5,low,M,10,1737
5009,C,Ship,3,2,262,7,high,M,5,5985
2035,D,Road,3,5,243,2,medium,M,42,3421
10704,F,Ship,4,3,259,5,low,M,6,1867
7005,A,Ship,4,3,221,2,low,F,6,4114
1564,B,Ship,3,1,145,2,high,M,25,1851
238,B,Ship,2,2,133,3,low,M,5,1268
9591,A,Flight,4,4,137,4,medium,F,5,5095
5094,F,Ship,5,3,237,4,low,F,8,5432
8157,A,Ship,3,1,250,2,low,F,5,4232
4946,F,Flight,5,1,240,3,high,M,10,5277
1534,B,Ship,3,1,171,3,medium,M,28,1075
10585,D,Ship,5,5,187,3,medium,F,5,4613
6473,C,Ship,3,5,270,3,medium,M,7,5477
8217,A,Flight,6,5,143,5,high,M,9,4060
3883,D,Ship,5,3,282,3,medium,M,5,4644
10052,F,Ship,6,1,113,2,medium,F,7,5234
7442,F,Ship,4,3,157,7,low,F,3,4878
2453,C,Road,4,3,135,2,high,M,24,1292
5549,C,Ship,3,4,212,3,medium,F,3,4811
8976,F,Ship,3,5,220,4,low,F,5,5677
4204,B,Ship,4,5,172,4,medium,M,8,5900
5317,D,Road,4,3,227,2,low,M,3,4375
287,C,Flight,5,3,234,2,low,F,55,3308
4816,B,Ship,7,2,248,4,medium,F,1,1163
7938,F,Road,6,1,250,2,medium,M,4,4016
7595,C,Ship,3,3,176,3,low,F,10,5284
8175,A,Ship,5,5,198,2,medium,M,9,4526
7869,A,Ship,2,1,202,2,medium,F,5,4456
1910,F,Road,4,4,224,3,low,M,29,3623
4538,F,Flight,4,3,197,5,low,F,8,4209
5253,A,Ship,6,5,293,5,low,F,1,1278
9519,A,Ship,3,3,154,4,high,F,2,4921
9453,A,Flight,4,4,275,5,medium,M,7,1562
9482,F,Ship,5,1,234,3,low,F,4,5033
6734,F,Ship,4,4,135,3,medium,M,2,5016
3149,C,Flight,3,3,207,3,high,M,1,5632
3129,A,Road,3,1,169,3,high,M,24,1740
9887,C,Ship,6,3,298,4,low,F,9,1515
676,B,Road,4,4,227,3,medium,F,1,2761
4907,C,Road,3,1,223,3,low,M,8,5318
498,F,Ship,4,4,199,2,low,M,9,3075
4088,F,Road,3,5,268,2,medium,M,5,1707
7853,C,Ship,3,5,150,3,high,M,6,4565
9547,D,Ship,3,2,189,2,low,M,6,4488
4589,C,Ship,3,4,166,3,medium,F,8,4369
7895,C,Ship,5,4,223,3,low,M,8,4310
10473,A,Ship,5,3,221,5,low,F,8,1109
4258,B,Flight,4,2,239,2,low,F,10,4028
8453,C,Ship,3,1,268,4,low,M,10,5226
310,B,Ship,5,5,266,3,medium,F,53,3089
5811,A,Ship,6,4,197,5,medium,M,4,5889
4630,B,Ship,5,5,167,2,medium,M,2,5908
2670,F,Ship,3,1,206,2,medium,F,56,2069
4336,B,Ship,4,3,171,5,low,F,2,5242
7020,F,Ship,4,4,139,3,medium,M,2,5135
3613,D,Ship,4,1,248,2,medium,M,4,5783
2490,F,Ship,5,3,148,3,medium,F,48,1099
5088,F,Ship,5,2,243,3,high,M,2,5734
3769,D,Ship,4,1,240,4,low,M,9,4471
1099,D,Flight,4,2,181,2,low,F,28,2815
3781,D,Ship,3,3,231,2,high,F,8,5021
7297,D,Ship,3,5,196,3,high,F,4,4569
6697,D,Road,3,4,151,4,medium,F,1,4587
2530,B,Ship,2,1,255,3,low,M,19,1551
2322,F,Road,5,5,192,3,medium,F,37,2197
6514,B,Ship,4,2,240,5,medium,M,7,1711
8495,C,Flight,3,2,251,2,medium,F,4,4074
8088,F,Flight,4,1,164,3,high,F,1,5492
7555,D,Ship,5,5,203,5,medium,M,1,5356
2147,C,Ship,3,3,133,6,low,F,10,1686
9800,F,Ship,4,2,170,2,low,M,3,4299
10331,C,Ship,5,3,210,6,low,M,6,4203
10482,F,Ship,5,4,263,5,low,M,5,1181
2605,D,Flight,3,3,203,3,medium,M,29,3261
1572,F,Ship,5,2,151,4,low,M,12,1145
7867,D,Ship,6,5,278,5,medium,F,2,4361
9118,B,Ship,3,3,209,3,medium,F,5,5831
98,F,Ship,4,1,271,2,medium,F,8,2401
8148,F,Ship,3,3,200,3,high,F,2,4777
4889,C,Ship,6,5,206,6,low,M,2,4014
8964,F,Ship,5,2,183,5,high,F,8,4820
4843,D,Ship,4,2,225,2,medium,M,7,5241
8744,F,Road,4,4,183,2,low,F,7,4572
7590,F,Ship,4,4,172,4,medium,M,7,4834
6192,F,Ship,3,5,146,3,medium,F,7,4126
8443,D,Ship,3,5,252,2,high,M,4,4098
4718,F,Ship,3,2,279,3,medium,F,6,4560
7811,C,Flight,4,3,262,4,high,F,2,4783
4508,F,Road,6,1,174,10,medium,F,1,5784
8599,D,Ship,6,3,278,4,low,F,9,1368
9408,F,Ship,7,3,244,4,medium,M,10,1629
6682,B,Ship,4,4,273,2,medium,M,6,5676
7939,D,Road,4,1,204,8,low,F,7,5359
7110,F,Road,6,5,247,4,medium,M,7,1461
2269,D,Ship,4,1,132,4,medium,F,10,1343
102,F,Ship,5,5,227,4,low,M,53,2624
1479,A,Ship,3,4,137,3,medium,F,17,1212
379,D,Ship,3,5,152,3,low,M,43,1282
4189,D,Ship,4,5,263,5,low,M,9,5731
7781,C,Ship,2,3,219,4,low,F,9,4086
2853,A,Road,4,4,153,3,low,F,27,1613
9870,F,Flight,3,1,109,6,low,F,5,4374
7871,C,Ship,5,4,223,3,low,M,7,4671
8995,D,Ship,3,1,217,3,low,F,1,4177
5250,F,Ship,7,5,306,4,medium,F,2,1281
4315,D,Ship,2,1,147,3,low,M,3,4120
1105,D,Flight,3,4,188,4,low,F,49,3067
2174,F,Road,4,3,268,3,medium,F,23,2996
6904,B,Ship,5,2,249,5,low,F,8,1018
10942,B,Road,5,1,218,5,medium,M,8,1651
5433,A,Ship,2,1,255,2,medium,M,9,5936
4545,A,Ship,6,4,265,4,low,F,9,1511
2144,F,Ship,3,1,154,2,medium,F,56,1300
6132,F,Ship,5,5,270,3,low,F,9,5807
7009,D,Ship,4,1,196,2,low,M,3,4752
5451,A,Ship,5,3,268,3,medium,F,9,4152
9831,A,Ship,4,3,213,4,medium,M,8,4220
7717,D,Ship,6,2,306,4,low,F,1,1815
524,F,Road,3,1,155,3,medium,F,47,1193
6640,B,Ship,4,5,219,3,medium,M,8,4605
175,D,Ship,3,3,242,3,low,F,51,3935
78,F,Ship,3,3,113,3,low,F,43,1518
3253,D,Ship,3,2,160,3,medium,F,6,4808
4615,D,Ship,6,4,112,4,medium,F,9,4005
624,F,Ship,4,1,165,3,medium,M,51,1293
445,D,Ship,3,3,135,3,low,F,19,1366
8702,F,Ship,4,2,248,3,low,M,2,5028
4439,C,Ship,4,1,257,4,low,M,5,5875
3825,A,Road,4,2,245,2,low,M,1,5978
4346,F,Ship,4,3,245,3,low,M,8,4826
754,B,Ship,5,1,227,3,low,F,14,2589
9877,D,Flight,6,1,173,3,medium,F,2,4892
3784,B,Ship,3,3,201,10,high,M,10,5281
9323,C,Flight,5,2,159,3,low,M,5,4930
6118,B,Ship,6,4,271,3,low,F,7,5192
3477,A,Ship,5,2,260,4,medium,F,3,5890
1171,D,Ship,5,1,198,5,medium,F,49,3187
4787,C,Road,4,4,205,3,low,M,6,4254
2857,D,Road,2,3,128,2,medium,F,53,1530
6671,C,Ship,3,2,243,4,medium,M,4,4410
6356,F,Ship,2,4,114,4,low,M,9,4452
1265,C,Ship,4,3,142,2,medium,F,63,1615
10146,F,Flight,7,5,254,4,medium,F,6,1014
9790,B,Ship,5,5,167,3,low,M,10,5591
6039,A,Flight,7,1,255,5,medium,M,10,1238
352,B,Ship,5,5,171,2,medium,F,22,1695
1734,F,Ship,2,3,192,2,low,F,31,2621
4058,F,Ship,2,1,166,3,medium,M,6,4280
1771,D,Road,5,5,189,4,high,F,16,3564
10477,D,Ship,4,2,223,5,medium,F,8,1559
10742,F,Ship,5,3,218,5,medium,F,4,1433
5211,A,Flight,5,4,121,5,high,F,4,4814
10735,D,Ship,5,5,275,5,low,M,4,1646
3051,A,Ship,6,5,243,3,medium,F,35,2374
10093,D,Ship,5,1,125,4,medium,M,3,5595
3083,C,Ship,3,4,210,2,medium,M,29,3142
8338,B,Road,5,4,271,5,low,M,4,1320
4129,D,Ship,4,2,272,4,low,M,3,5566
1118,F,Ship,4,4,205,3,low,F,11,2255
2231,C,Ship,4,3,158,2,low,M,46,1374
7036,B,Ship,2,1,219,4,low,M,6,5124
1826,F,Ship,4,5,268,3,low,M,17,3085
152,F,Flight,5,3,98,5,medium,M,44,1269
10022,F,Ship,4,5,268,2,low,M,2,4721
5367,A,Ship,3,4,166,2,low,F,10,5258
3661,D,Ship,5,3,249,2,medium,M,3,4440
2045,C,Road,3,5,109,5,low,M,27,1581
5712,F,Ship,4,5,189,3,medium,F,3,5193
2917,D,Ship,5,1,154,2,low,M,37,1671
10489,D,Ship,5,1,143,3,medium,F,3,4907
702,F,Flight,4,2,197,7,medium,M,43,3730
6265,D,Ship,6,4,244,4,medium,F,1,1179
10453,D,Ship,5,5,234,5,medium,M,9,1812
6322,B,Ship,4,3,208,2,medium,F,4,4767
868,B,Ship,4,3,261,3,low,F,10,2802
10327,D,Ship,4,1,238,3,low,F,10,4172
6182,F,Flight,3,4,201,3,high,M,7,4887
487,D,Ship,3,1,294,4,low,F,25,1498
6566,F,Road,5,2,259,5,low,F,3,1724
7656,F,Road,4,3,140,8,medium,M,8,4065
5788,B,Ship,7,5,265,4,low,F,9,1393
8203,D,Road,3,3,255,2,low,F,10,5632
2072,F,Flight,3,1,153,2,medium,F,51,1841
4490,F,Ship,3,2,134,3,low,M,6,4778
4147,D,Ship,4,3,261,3,medium,F,2,4028
1541,C,Ship,6,5,111,6,high,F,28,1216
8524,B,Ship,4,1,234,2,medium,M,4,5066
7147,D,Ship,7,4,309,4,low,M,7,1880
2937,A,Ship,6,4,138,5,medium,F,15,1181
9837,A,Ship,4,1,197,3,high,M,9,4917
7609,D,Ship,5,5,140,3,high,F,7,4799
4456,B,Ship,5,1,224,2,medium,M,4,5063
10654,B,Ship,2,2,157,3,medium,F,9,4547
1337,C,Ship,3,1,140,4,low,M,27,1184
8636,F,Flight,6,2,243,4,low,M,4,1768
2154,F,Ship,4,5,133,2,medium,M,39,1106
424,B,Flight,4,4,229,2,medium,M,45,3776
8843,C,Ship,3,1,211,3,medium,M,1,4889
8284,B,Ship,2,5,142,3,high,M,10,5174
9767,C,Ship,5,2,182,4,medium,F,9,5159
1577,C,Ship,5,1,261,3,low,M,25,3494
245,C,Ship,2,1,142,3,medium,F,8,6064
7852,B,Ship,4,4,146,3,low,M,3,5225
9601,D,Flight,4,4,132,3,medium,F,5,4613
7933,D,Road,3,3,188,5,low,F,6,5713
10986,F,Ship,5,1,229,5,low,F,10,1040
4932,F,Flight,4,3,205,2,medium,M,10,4178
7057,D,Ship,3,1,226,2,low,M,4,4804
1824,F,Ship,3,5,228,4,medium,M,57,2243
2674,B,Ship,3,1,165,3,medium,M,61,1313
8120,F,Ship,4,1,261,4,medium,F,10,4632
3595,D,Ship,4,2,222,3,low,F,3,5130
6341,C,Ship,3,5,139,2,low,F,7,4449
5489,C,Flight,5,5,268,3,medium,M,2,4459
1613,C,Ship,3,5,181,3,medium,M,22,3575
3868,B,Ship,4,3,218,2,medium,M,6,4414
4741,D,Ship,3,1,144,3,medium,F,6,4163
1731,A,Ship,5,3,181,4,medium,F,32,3893
10859,C,Ship,3,1,166,3,medium,M,4,4716
3775,D,Ship,4,2,204,2,low,F,1,4533
922,B,Ship,4,4,209,8,medium,F,46,3345
3135,A,Road,6,4,201,2,low,M,4,5916
1970,F,Ship,3,5,163,2,low,F,49,1034
10897,D,Ship,4,1,133,4,low,F,10,5258
201,A,Ship,2,3,139,3,low,M,9,1471
7314,F,Ship,4,4,253,2,medium,F,5,5624
8105,C,Ship,2,2,219,2,medium,M,8,4518
1658,F,Flight,4,5,236,7,medium,F,44,3808
2667,A,Ship,3,2,138,3,low,M,49,1923
3834,F,Flight,4,4,213,4,low,M,2,5857
244,B,Ship,2,4,136,3,low,M,43,1958
8370,F,Flight,4,1,222,2,low,F,10,4714
878,F,Ship,4,1,222,3,medium,M,25,2582
3803,C,Ship,4,1,240,4,low,F,7,5905
8864,F,Ship,6,2,305,4,low,M,2,1196
2449,D,Road,5,3,136,3,medium,F,13,1446
8734,B,Ship,4,5,142,2,medium,M,10,5428
10685,C,Flight,3,5,169,3,low,F,4,5659
5311,D,Ship,2,1,219,4,low,M,7,5573
1747,D,Ship,5,1,226,2,low,M,18,2582
2628,F,Ship,4,5,228,2,low,M,63,3401
2971,D,Ship,4,3,184,3,low,F,37,3436
9318,F,Flight,5,2,217,2,medium,F,6,4120
9424,B,Ship,7,5,289,4,low,M,9,1904
10405,D,Road,5,3,243,6,low,F,1,1856
9654,F,Ship,5,5,266,10,high,F,2,5890
4314,F,Ship,3,4,170,7,low,M,7,4957
3884,F,Ship,3,4,238,3,medium,F,8,5337
3889,D,Ship,5,3,237,2,medium,M,3,5113
7851,A,Ship,2,3,118,4,medium,M,7,5510
7727,C,Ship,7,3,308,4,medium,M,6,1113
6883,D,Ship,5,3,223,5,medium,M,10,1170
7144,B,Ship,4,4,245,6,low,F,6,1437
10164,F,Ship,6,1,269,6,medium,F,2,5363
5600,F,Road,4,4,164,4,medium,F,1,4365
6213,A,Ship,4,1,208,3,low,F,6,5345
3422,F,Flight,4,5,159,2,low,M,1,5671
120,F,Road,5,1,145,3,low,M,20,1387
5731,D,Road,3,3,183,2,low,M,6,5015
6570,F,Road,6,3,297,4,medium,F,2,1520
7418,F,Ship,7,5,282,5,low,M,7,1260
8741,C,Ship,3,5,168,3,low,M,8,5877
5973,A,Ship,3,3,265,3,medium,F,3,5986
8876,F,Ship,5,4,225,5,low,F,6,2000
3437,C,Flight,2,3,160,2,high,M,3,4409
2220,F,Ship,6,5,240,4,medium,M,62,2400
6673,D,Ship,3,5,153,4,low,F,10,5897
1179,A,Ship,4,3,118,5,low,F,15,1601
622,B,Ship,4,1,138,2,low,M,28,1528
3494,F,Ship,3,1,166,3,medium,M,9,4410
1401,A,Ship,4,3,247,4,low,M,16,2362
7450,B,Ship,5,2,223,5,low,M,2,1232
4374,F,Road,3,5,199,4,low,M,7,4520
9346,B,Ship,4,1,157,2,medium,F,7,4690
10216,B,Ship,4,5,242,6,low,F,9,1858
1016,F,Ship,3,4,186,2,low,M,63,3447
6302,F,Flight,5,3,245,5,medium,M,3,1851
1940,F,Ship,3,1,215,2,low,F,47,3678
1676,F,Ship,3,3,111,3,medium,M,54,1712
8783,C,Flight,3,2,273,3,high,M,8,5754
6515,C,Ship,4,1,246,6,low,F,6,1335
4716,F,Ship,3,3,204,4,high,M,9,4712
10336,B,Ship,3,1,251,3,medium,F,4,5291
3334,B,Ship,5,3,204,3,high,F,1,4037
9342,F,Ship,6,1,141,3,low,F,2,5144
7021,D,Ship,5,3,270,2,low,F,7,5248
5167,D,Ship,5,4,177,2,low,M,2,5618
9200,F,Ship,4,1,240,4,low,M,10,5965
6572,F,Flight,6,4,266,4,low,M,9,1253
7436,F,Ship,6,5,240,3,low,M,4,5219
3607,D,Ship,4,5,244,3,low,M,6,1360
750,F,Ship,4,5,185,3,medium,M,17,2824
7131,A,Flight,4,3,169,6,medium,M,3,5957
7365,A,Ship,4,1,263,2,low,F,5,4010
10085,C,Ship,4,4,249,3,medium,F,1,5743
9009,A,Ship,6,2,130,5,low,M,3,5654
9830,F,Ship,5,3,201,6,low,F,3,4025
9590,F,Flight,3,4,166,4,low,F,1,5533
882,F,Ship,4,5,190,2,low,M,36,3548
3592,B,Ship,2,3,134,10,high,F,1,5632
951,A,Road,5,2,261,8,medium,F,1,3308
4879,D,Ship,2,1,148,2,low,M,10,5939
275,C,Flight,3,5,229,6,medium,M,22,2717
9304,B,Road,2,4,269,4,low,M,2,4267
8437,D,Ship,3,1,247,4,low,F,8,5376
2953,D,Ship,3,3,162,3,low,M,3,1693
477,A,Ship,4,2,149,3,medium,M,26,1863
6798,F,Ship,4,4,250,3,low,M,10,4505
3296,F,Flight,3,5,125,2,low,M,5,4933
6417,A,Road,4,3,143,4,medium,F,2,4919
10020,F,Ship,4,4,145,2,medium,M,9,5070
3173,C,Ship,4,4,172,3,medium,F,1,4201
1359,A,Road,4,1,241,3,medium,F,61,3812
9869,C,Flight,2,4,285,3,high,M,6,4427
309,A,Ship,4,2,165,2,high,M,11,1596
9894,F,Ship,5,5,211,3,medium,F,7,5983
9209,C,Ship,3,3,255,3,low,M,4,4628
7096,B,Ship,5,2,195,6,high,M,5,5339
4192,B,Ship,3,3,272,3,low,M,2,4059
636,F,Ship,5,3,266,2,low,F,61,2118
8205,A,Road,3,4,163,3,medium,M,5,5088
1257,A,Ship,2,2,180,3,low,M,33,1217
3340,B,Ship,4,1,272,2,medium,F,5,5252
351,A,Ship,4,5,188,3,low,F,13,2409
4948,B,Flight,4,5,142,3,medium,M,2,5692
5046,F,Road,4,1,145,2,low,F,2,5209
5259,A,Ship,7,3,310,4,medium,M,8,1860
5312,F,Ship,3,1,182,2,low,F,3,5510
5345,C,Flight,4,3,241,2,medium,F,4,5942
1999,D,Ship,4,4,168,3,low,F,35,1434
9123,A,Ship,3,1,247,2,low,M,7,5557
6855,A,Flight,3,5,192,3,low,F,7,4056
209,C,Ship,2,4,152,3,low,M,55,1498
10502,F,Ship,2,1,184,2,high,F,3,4331
4489,D,Ship,4,4,135,2,low,F,4,5112
5740,B,Road,4,5,164,3,high,M,7,4657
1867,D,Ship,3,4,257,2,high,M,15,3981
3272,F,Road,5,4,263,2,medium,F,5,4595
8784,F,Flight,4,5,229,4,medium,F,6,4157
8210,F,Road,4,3,152,4,medium,F,4,5809
10389,A,Road,3,1,149,3,medium,F,9,5952
10693,D,Flight,3,4,207,10,low,F,6,5856
4292,F,Ship,4,1,249,10,medium,M,7,5580
10578,F,Ship,6,3,251,4,low,M,10,4889
7261,D,Flight,4,5,184,4,medium,F,3,5430
6974,F,Road,4,3,250,3,low,M,10,4316
10224,F,Ship,5,3,242,5,low,F,6,1681
8655,A,Ship,7,5,301,4,low,F,7,1727
7931,C,Road,3,1,242,10,high,M,9,5151
7195,D,Ship,5,1,243,5,low,M,3,1066
7570,B,Ship,4,1,155,3,low,F,4,4397
1619,C,Road,4,4,203,5,low,M,36,3912
5413,D,Ship,3,2,177,4,low,F,3,5527
7132,B,Flight,3,5,167,2,low,M,5,5042
6455,C,Flight,5,5,131,5,low,F,1,5299
8244,F,Ship,4,4,177,7,low,F,3,5646
7826,F,Flight,2,4,233,4,medium,F,4,5408
6181,D,Flight,4,3,235,3,low,F,4,5289
2642,F,Ship,4,4,163,2,low,F,41,1634
6202,B,Ship,4,4,251,2,medium,F,6,4376
897,A,Ship,4,2,162,2,low,M,16,1014
1375,D,Flight,4,3,153,4,low,M,36,1171
7455,A,Ship,3,3,177,4,medium,F,4,1560
231,A,Ship,3,1,146,2,low,F,54,1528
521,C,Ship,3,1,145,2,low,F,34,1773
1596,F,Ship,4,3,158,3,medium,F,27,1207
1372,B,Flight,5,4,268,3,medium,M,6,2206
3849,A,Flight,3,4,224,2,low,M,8,4162
10068,F,Ship,4,4,259,2,low,M,6,4308
7925,C,Road,3,4,142,4,medium,M,5,4429
8354,F,Flight,6,1,272,4,low,F,2,1018
7584,F,Ship,3,2,158,3,medium,F,1,5438
2822,F,Ship,3,1,141,2,low,F,4,1297
3227,C,Ship,4,2,271,3,medium,M,4,4743
472,B,Ship,4,3,244,3,medium,M,8,3318
5817,A,Ship,3,1,213,3,high,F,6,5535
3737,C,Ship,4,4,156,2,low,M,7,5017
4172,F,Ship,3,2,159,2,medium,F,3,4876
7481,C,Ship,7,2,272,4,medium,M,9,1188
4120,B,Flight,5,2,227,3,medium,M,2,4058
2931,A,Ship,4,4,255,3,medium,F,60,2777
9402,F,Ship,6,3,276,4,low,F,8,1754
10506,F,Ship,4,2,136,4,low,F,3,4190
90,F,Ship,4,1,186,4,medium,F,57,3880
6912,F,Ship,5,4,260,6,low,F,2,1765
2647,D,Ship,3,3,124,3,medium,M,59,1959
5568,F,Ship,4,2,245,2,low,M,3,4000
3507,A,Ship,4,3,192,3,medium,F,10,4086
5450,F,Ship,5,3,169,4,low,F,4,5683
4546,B,Ship,7,1,250,5,medium,M,8,1776
5555,C,Ship,6,1,123,5,medium,M,5,5323
904,B,Ship,4,1,143,2,medium,M,3,1996
9022,B,Road,3,4,228,4,medium,M,6,4947
2482,B,Flight,3,3,142,3,medium,M,23,1897
686,F,Flight,4,2,241,2,low,M,17,3844
492,F,Ship,5,4,224,3,low,F,34,2627
7282,B,Ship,2,5,140,4,high,F,2,4636
8418,F,Ship,3,1,202,2,medium,M,7,4598
1665,A,Ship,3,5,204,3,low,F,45,2513
6600,F,Ship,7,3,310,5,low,F,5,1563
10643,C,Ship,5,3,184,5,low,M,3,5219
6411,A,Ship,3,3,220,3,high,F,6,5269
4196,F,Ship,3,2,255,4,medium,M,5,4415
8519,C,Ship,4,4,161,3,low,M,2,5257
1334,F,Ship,5,5,260,2,low,F,23,3065
3811,D,Road,4,3,257,10,medium,F,3,5881
8875,D,Ship,5,1,252,5,low,M,4,1308
7448,F,Ship,4,1,152,7,low,F,5,5325
4030,B,Ship,4,1,209,2,low,F,10,5066
7262,F,Flight,4,3,148,5,medium,M,2,4065
5182,B,Road,4,3,194,3,medium,M,3,5916
6074,F,Ship,3,3,112,4,low,F,7,5716
3686,F,Road,4,2,262,2,medium,M,3,4090
153,A,Flight,3,4,97,4,low,M,32,1238
4424,F,Ship,4,3,262,2,low,M,10,5524
4880,F,Ship,5,1,148,4,high,M,2,5821
5256,F,Ship,7,2,310,4,low,M,4,1806
5226,F,Ship,5,1,171,5,medium,F,2,5921
5021,C,Ship,6,3,292,4,low,M,8,1925
3374,F,Ship,3,4,186,2,medium,F,9,5841
7786,B,Road,4,3,240,3,medium,M,6,4964
2933,C,Ship,3,2,155,3,medium,F,7,1434
180,F,Ship,5,5,255,4,medium,M,3,3440
9312,F,Flight,3,2,204,2,high,M,8,4562
2024,F,Ship,3,4,208,2,low,F,37,2537
7696,B,Ship,4,4,222,3,medium,F,6,4199
