ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
465922,Female,No,31,Yes,Healthcare,9.0,Low,3.0
464341,Male,No,35,Yes,Artist,2.0,Low,2.0
464294,Male,Yes,68,No,Executive,1.0,High,2.0
461923,Female,Yes,42,Yes,Artist,2.0,Average,2.0
462880,Male,Yes,25,No,Executive,1.0,High,3.0
464402,Male,No,37,Yes,Entertainment,7.0,Low,1.0
466841,Male,No,21,No,Healthcare,1.0,Low,6.0
464536,Male,Yes,28,Yes,Artist,0.0,Average,3.0
462765,Female,Yes,50,Yes,Artist,1.0,High,8.0
461364,Female,No,46,No,Doctor,0.0,Low,2.0
465836,Male,No,19,No,Executive,13.0,Low,3.0
465208,Male,Yes,37,Yes,Artist,1.0,Average,2.0
460416,Male,No,28,Yes,Healthcare,14.0,Low,1.0
459787,Male,Yes,71,No,Lawyer,0.0,Low,1.0
464276,Female,Yes,66,No,Marketing,0.0,High,2.0
460560,Female,Yes,57,Yes,Homemaker,9.0,Average,2.0
467449,Female,Yes,86,Yes,Lawyer,1.0,Low,2.0
467625,Female,Yes,40,Yes,Artist,0.0,Average,2.0
460559,Female,No,49,Yes,Healthcare,8.0,Low,1.0
463847,Male,Yes,41,No,Artist,2.0,Average,3.0
464669,Female,Yes,42,No,Engineer,0.0,Low,4.0
461393,Female,Yes,80,Yes,Artist,6.0,Average,2.0
464149,Male,Yes,38,Yes,Artist,1.0,Average,4.0
461777,Female,Yes,74,Yes,Lawyer,1.0,High,2.0
464505,Female,No,30,No,Doctor,9.0,Low,5.0
463345,Female,No,20,No,Healthcare,4.0,Low,4.0
459609,Female,No,43,Yes,Artist,1.0,Low,1.0
465412,Male,No,32,Yes,Doctor,7.0,Low,4.0
465195,Male,Yes,53,Yes,Executive,1.0,High,3.0
462550,Female,No,23,No,Healthcare,2.0,Low,6.0
466896,Male,Yes,52,No,Artist,7.0,Low,1.0
463851,Female,Yes,45,Yes,Artist,4.0,Average,4.0
464399,Male,Yes,63,No,Entertainment,0.0,Average,5.0
464782,Male,Yes,35,No,Marketing,0.0,Low,3.0
465624,Male,No,39,Yes,Artist,8.0,Low,3.0
462508,Male,Yes,37,Yes,Healthcare,0.0,Low,7.0
462872,Female,Yes,47,No,Engineer,10.0,Low,2.0
467535,Male,Yes,65,Yes,Lawyer,1.0,High,2.0
465793,Male,No,25,No,Healthcare,1.0,Low,5.0
465892,Male,No,40,Yes,Artist,9.0,Low,3.0
463666,Male,No,27,Yes,Executive,0.0,Low,6.0
459015,Male,No,19,No,Healthcare,0.0,Low,3.0
466189,Female,Yes,56,Yes,Artist,0.0,Average,2.0
466348,Male,No,53,Yes,Artist,1.0,Low,2.0
459461,Female,Yes,39,Yes,Artist,0.0,Low,1.0
460620,Male,Yes,55,Yes,Entertainment,0.0,Average,4.0
463318,Male,Yes,65,Yes,Lawyer,0.0,Low,2.0
462626,Female,No,26,Yes,Engineer,0.0,Low,6.0
467554,Female,No,28,Yes,Healthcare,1.0,Low,3.0
466651,Male,No,40,No,Entertainment,5.0,Low,1.0
466885,Male,Yes,42,No,Executive,1.0,Average,4.0
467439,Male,Yes,37,Yes,Entertainment,1.0,Low,4.0
461749,Female,No,22,No,Healthcare,0.0,Low,5.0
467134,Female,Yes,33,No,Healthcare,0.0,Low,5.0
462753,Male,Yes,28,No,Executive,0.0,Average,3.0
463537,Female,No,32,Yes,Healthcare,1.0,Low,3.0
463217,Female,Yes,33,Yes,Healthcare,2.0,High,1.0
466380,Male,Yes,36,Yes,Entertainment,5.0,Low,2.0
463101,Female,No,27,No,Homemaker,8.0,Low,1.0
466366,Male,No,18,No,Healthcare,0.0,Low,3.0
465716,Female,No,59,Yes,Artist,0.0,Low,2.0
463014,Male,Yes,53,Yes,Executive,0.0,High,3.0
462443,Male,No,20,No,Healthcare,1.0,Low,2.0
460453,Female,No,40,Yes,Doctor,7.0,Low,1.0
466485,Male,Yes,37,Yes,Executive,9.0,High,2.0
467445,Male,Yes,31,No,Doctor,8.0,Low,2.0
463500,Male,Yes,35,Yes,Executive,0.0,High,4.0
461507,Male,Yes,35,Yes,Entertainment,0.0,Low,2.0
465918,Female,No,39,Yes,Artist,5.0,Low,3.0
467533,Male,Yes,79,Yes,Lawyer,2.0,Low,1.0
467029,Male,Yes,42,Yes,Artist,8.0,Average,2.0
465749,Male,Yes,42,No,Engineer,1.0,Average,3.0
460768,Female,No,32,No,Engineer,9.0,Low,4.0
460146,Female,Yes,52,Yes,Engineer,1.0,Average,3.0
464998,Male,Yes,59,Yes,Artist,1.0,High,2.0
467715,Male,Yes,51,Yes,Executive,4.0,High,3.0
462201,Female,No,32,Yes,Healthcare,0.0,Low,1.0
467454,Male,Yes,49,Yes,Artist,1.0,Low,1.0
460645,Female,No,40,No,Doctor,1.0,Low,2.0
465129,Female,No,61,Yes,Entertainment,3.0,Low,1.0
464264,Female,Yes,86,No,Lawyer,8.0,High,2.0
465913,Female,Yes,29,Yes,Artist,10.0,Low,2.0
461068,Male,No,46,No,Marketing,1.0,Low,4.0
466689,Male,No,28,Yes,Artist,8.0,Low,3.0
460071,Female,No,53,Yes,Engineer,1.0,Low,1.0
460477,Male,No,32,No,Entertainment,0.0,Low,6.0
467766,Female,No,31,No,Healthcare,6.0,Low,3.0
460008,Male,No,25,No,Doctor,9.0,Low,4.0
461820,Female,Yes,38,Yes,Doctor,0.0,Average,2.0
459226,Female,Yes,43,Yes,Artist,0.0,Average,2.0
460961,Male,No,20,No,Healthcare,1.0,Low,2.0
463503,Male,Yes,33,Yes,Entertainment,1.0,Low,2.0
460404,Male,Yes,38,Yes,Artist,5.0,Low,7.0
461571,Male,No,27,No,Healthcare,1.0,Low,4.0
467624,Male,Yes,35,No,Entertainment,0.0,Average,5.0
463880,Female,Yes,36,No,Engineer,0.0,Low,3.0
462846,Female,No,20,No,Marketing,7.0,Low,2.0
459233,Female,Yes,53,Yes,Marketing,6.0,Low,1.0
465939,Female,No,32,Yes,Engineer,0.0,Low,2.0
467118,Male,Yes,55,Yes,Entertainment,1.0,Average,3.0
463815,Male,Yes,37,Yes,Entertainment,0.0,Average,2.0
459127,Male,No,43,Yes,Healthcare,1.0,Low,7.0
460165,Female,No,40,Yes,Entertainment,0.0,Low,1.0
461678,Female,Yes,87,No,Lawyer,1.0,Low,1.0
465096,Male,Yes,86,No,Lawyer,13.0,Low,1.0
464522,Female,No,42,Yes,Engineer,11.0,Low,1.0
460886,Male,No,37,Yes,Artist,0.0,Low,1.0
462184,Male,No,19,No,Doctor,0.0,Low,4.0
462956,Male,Yes,42,No,Artist,7.0,Average,5.0
466422,Male,Yes,33,No,Doctor,0.0,Low,4.0
465324,Male,Yes,41,Yes,Artist,8.0,Low,2.0
467257,Male,No,22,No,Healthcare,10.0,Low,4.0
460254,Female,No,32,Yes,Artist,1.0,Low,2.0
463158,Male,Yes,83,Yes,Executive,0.0,High,3.0
467866,Male,Yes,50,Yes,Artist,1.0,Average,3.0
461685,Female,No,30,Yes,Healthcare,4.0,Low,4.0
460208,Male,No,27,No,Artist,9.0,Low,8.0
462151,Female,No,35,Yes,Artist,8.0,Low,1.0
462853,Male,No,23,No,Healthcare,1.0,Low,2.0
465239,Male,Yes,56,Yes,Artist,0.0,Average,3.0
467508,Female,No,25,No,Doctor,1.0,Low,3.0
466867,Female,No,27,No,Homemaker,14.0,Low,1.0
467738,Male,Yes,43,Yes,Doctor,3.0,Average,2.0
465590,Male,Yes,40,Yes,Artist,1.0,Average,5.0
459805,Female,Yes,45,No,Artist,4.0,Average,4.0
465013,Female,Yes,82,No,Lawyer,0.0,High,2.0
459240,Female,No,28,Yes,Artist,1.0,Low,1.0
462344,Female,Yes,63,Yes,Artist,0.0,High,4.0
460388,Female,No,35,Yes,Artist,13.0,Low,2.0
464218,Female,Yes,89,No,Lawyer,1.0,High,2.0
459887,Male,Yes,46,No,Artist,3.0,Average,2.0
465955,Male,No,25,Yes,Marketing,8.0,Low,3.0
462928,Male,Yes,49,Yes,Artist,2.0,Average,4.0
460889,Female,Yes,47,Yes,Artist,1.0,Low,2.0
459669,Male,Yes,30,Yes,Artist,0.0,Average,2.0
467849,Female,Yes,40,Yes,Doctor,0.0,Low,1.0
466873,Male,Yes,39,Yes,Healthcare,7.0,Average,5.0
464837,Male,Yes,61,Yes,Artist,1.0,Average,5.0
462581,Female,No,28,No,Engineer,1.0,Low,4.0
466237,Male,No,18,No,Healthcare,0.0,Low,3.0
462707,Female,Yes,55,Yes,Artist,0.0,Average,4.0
467060,Male,No,39,No,Engineer,5.0,Low,2.0
460281,Female,No,29,Yes,Doctor,10.0,Low,5.0
460164,Male,Yes,66,No,Engineer,1.0,Low,2.0
460431,Female,No,46,Yes,Engineer,1.0,Low,1.0
466901,Female,Yes,52,Yes,Artist,0.0,Average,3.0
463328,Female,No,23,No,Healthcare,0.0,Low,4.0
462246,Female,Yes,84,No,Lawyer,1.0,High,2.0
462371,Female,No,27,No,Healthcare,5.0,Low,3.0
462022,Female,Yes,37,Yes,Artist,1.0,Average,3.0
460662,Female,No,46,No,Homemaker,9.0,Low,1.0
464022,Female,No,22,No,Healthcare,0.0,Low,3.0
461819,Male,Yes,42,Yes,Artist,0.0,Average,2.0
465735,Female,Yes,35,Yes,Artist,1.0,Low,2.0
462804,Male,Yes,39,No,Executive,5.0,High,3.0
464138,Female,No,27,Yes,Healthcare,0.0,Low,4.0
464224,Male,Yes,65,No,Engineer,1.0,High,2.0
463289,Female,Yes,39,Yes,Artist,0.0,Average,3.0
462038,Male,No,31,Yes,Artist,4.0,Low,4.0
463341,Female,Yes,48,No,Engineer,1.0,Average,6.0
463185,Female,Yes,58,Yes,Artist,1.0,Average,2.0
464379,Female,Yes,40,Yes,Engineer,12.0,Average,3.0
464521,Male,No,26,No,Doctor,2.0,Low,4.0
459575,Male,No,35,Yes,Artist,0.0,Low,1.0
467732,Female,No,43,Yes,Healthcare,8.0,Low,1.0
460003,Male,No,49,Yes,Doctor,5.0,Low,1.0
462226,Male,Yes,26,No,Artist,7.0,Low,4.0
466675,Female,Yes,49,Yes,Artist,2.0,Average,2.0
461124,Male,No,19,No,Healthcare,1.0,Low,8.0
464638,Male,No,39,Yes,Artist,2.0,Low,3.0
462374,Male,Yes,37,Yes,Executive,0.0,High,4.0
463526,Male,No,41,Yes,Doctor,0.0,Low,1.0
462912,Female,No,26,Yes,Homemaker,8.0,Low,2.0
462604,Female,Yes,38,No,Doctor,1.0,Average,3.0
460708,Male,Yes,35,Yes,Artist,0.0,Low,3.0
467015,Male,Yes,49,Yes,Artist,0.0,Average,2.0
467245,Female,No,38,No,Doctor,0.0,Low,1.0
463619,Male,Yes,70,No,Executive,1.0,High,2.0
467246,Male,No,21,No,Doctor,9.0,Low,3.0
462969,Male,Yes,58,Yes,Artist,8.0,Low,1.0
460959,Female,No,28,No,Artist,5.0,Low,5.0
461911,Male,Yes,57,No,Executive,0.0,Low,1.0
459882,Male,Yes,37,Yes,Artist,1.0,Average,2.0
459632,Female,Yes,52,No,Marketing,1.0,High,3.0
462613,Female,Yes,35,No,Engineer,0.0,Average,5.0
466455,Female,Yes,30,Yes,Doctor,4.0,Low,2.0
462394,Male,Yes,35,Yes,Artist,0.0,Average,2.0
462010,Female,No,31,Yes,Artist,14.0,Low,3.0
461371,Male,Yes,37,Yes,Doctor,0.0,Average,2.0
462376,Male,Yes,71,Yes,Executive,0.0,High,2.0
459845,Male,Yes,66,Yes,Healthcare,0.0,Low,1.0
462658,Female,Yes,25,Yes,Homemaker,9.0,Average,2.0
462583,Male,No,26,Yes,Artist,0.0,Low,4.0
459858,Female,No,31,No,Healthcare,8.0,Low,4.0
459091,Male,Yes,67,Yes,Artist,0.0,Average,6.0
467135,Female,Yes,51,Yes,Artist,1.0,Average,5.0
460413,Female,No,39,Yes,Artist,7.0,Low,1.0
466206,Female,Yes,60,Yes,Artist,2.0,Average,2.0
467382,Male,Yes,36,Yes,Doctor,9.0,Average,2.0
463801,Female,No,30,No,Engineer,0.0,Low,1.0
460296,Female,Yes,60,Yes,Artist,1.0,Low,2.0
463524,Female,Yes,40,Yes,Artist,6.0,Average,2.0
461775,Female,Yes,83,No,Lawyer,0.0,High,2.0
462833,Male,Yes,33,No,Doctor,0.0,Average,5.0
465506,Male,Yes,43,Yes,Entertainment,1.0,Average,4.0
463366,Male,Yes,71,No,Lawyer,0.0,Low,5.0
464987,Male,Yes,50,Yes,Executive,1.0,High,5.0
459114,Male,Yes,57,Yes,Artist,1.0,Average,2.0
467928,Male,Yes,35,Yes,Artist,2.0,Average,2.0
462881,Female,Yes,66,Yes,Artist,0.0,High,3.0
466524,Female,Yes,46,Yes,Artist,0.0,Low,1.0
463191,Male,No,26,No,Healthcare,1.0,Low,1.0
460861,Male,No,21,No,Healthcare,1.0,Low,3.0
465610,Female,No,42,Yes,Artist,8.0,Low,2.0
460206,Female,Yes,40,Yes,Entertainment,1.0,Low,2.0
462876,Male,No,27,No,Doctor,0.0,Low,4.0
465333,Female,Yes,37,Yes,Artist,2.0,Low,2.0
460379,Male,No,35,Yes,Artist,9.0,Low,3.0
462991,Male,No,28,Yes,Healthcare,0.0,Low,1.0
460307,Male,No,27,No,Entertainment,6.0,Low,2.0
464383,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0
467931,Male,No,25,Yes,Doctor,0.0,Low,2.0
466594,Male,Yes,72,Yes,Executive,1.0,High,2.0
461200,Female,No,33,Yes,Doctor,0.0,Low,5.0
465600,Male,Yes,40,Yes,Engineer,7.0,Low,2.0
459688,Male,No,52,Yes,Artist,3.0,Low,1.0
463549,Male,No,23,No,Healthcare,0.0,Low,4.0
466696,Female,Yes,48,Yes,Artist,2.0,Average,4.0
462906,Female,No,31,No,Healthcare,0.0,Low,4.0
461527,Female,No,35,Yes,Artist,1.0,Low,1.0
461354,Female,No,63,No,Entertainment,0.0,Low,1.0
461661,Female,Yes,37,Yes,Artist,7.0,Average,2.0
463532,Female,Yes,67,Yes,Artist,9.0,Low,3.0
465627,Female,No,37,Yes,Healthcare,1.0,Low,1.0
465242,Male,No,22,No,Healthcare,7.0,Low,4.0
465170,Female,Yes,46,Yes,Entertainment,4.0,Low,3.0
467359,Male,Yes,41,Yes,Artist,6.0,Average,2.0
460415,Female,No,59,Yes,Entertainment,1.0,Low,2.0
459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0
467141,Male,Yes,50,Yes,Artist,1.0,Low,3.0
465035,Female,Yes,74,Yes,Lawyer,12.0,High,2.0
461415,Male,No,48,Yes,Entertainment,0.0,Low,3.0
461957,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0
465523,Female,Yes,45,Yes,Engineer,0.0,High,5.0
465279,Male,Yes,53,Yes,Healthcare,0.0,High,4.0
463782,Female,No,29,Yes,Artist,8.0,Low,1.0
463243,Male,No,19,No,Healthcare,0.0,Low,3.0
465489,Female,No,50,Yes,Engineer,1.0,Low,5.0
467100,Female,No,42,Yes,Artist,0.0,Low,1.0
460154,Male,No,29,Yes,Entertainment,8.0,Low,4.0
464030,Male,No,18,No,Entertainment,1.0,Low,4.0
463220,Male,Yes,46,No,Engineer,0.0,Average,3.0
467564,Male,Yes,72,Yes,Artist,0.0,Average,2.0
465113,Male,Yes,66,Yes,Lawyer,1.0,High,2.0
465965,Female,Yes,41,No,Marketing,8.0,Low,2.0
460907,Male,Yes,82,No,Lawyer,1.0,High,3.0
467314,Male,Yes,43,No,Artist,0.0,Average,2.0
459951,Male,Yes,53,Yes,Artist,0.0,Low,1.0
467295,Male,No,29,No,Healthcare,0.0,Low,3.0
466212,Female,Yes,53,Yes,Artist,0.0,Average,3.0
463533,Female,Yes,87,Yes,Artist,1.0,High,2.0
467890,Male,Yes,62,Yes,Entertainment,0.0,Average,4.0
467541,Male,Yes,43,Yes,Artist,1.0,High,3.0
460183,Male,No,36,No,Entertainment,8.0,Low,2.0
463634,Female,No,30,Yes,Doctor,0.0,Low,3.0
463100,Female,No,37,No,Homemaker,8.0,Low,1.0
460550,Female,Yes,59,Yes,Artist,0.0,Average,4.0
465867,Female,Yes,35,Yes,Artist,8.0,High,5.0
462964,Male,Yes,39,No,Artist,7.0,Average,3.0
466685,Female,No,19,No,Healthcare,0.0,Low,5.0
463005,Female,Yes,40,Yes,Homemaker,10.0,Average,2.0
464796,Male,Yes,43,No,Marketing,3.0,High,4.0
460682,Male,Yes,43,No,Artist,6.0,Low,2.0
459744,Male,Yes,29,Yes,Artist,9.0,Average,2.0
460084,Female,No,27,Yes,Healthcare,1.0,Low,2.0
461119,Female,No,23,No,Healthcare,6.0,Low,3.0
463441,Male,Yes,42,Yes,Artist,8.0,High,4.0
466971,Male,No,65,Yes,Executive,9.0,Low,3.0
463208,Male,Yes,57,Yes,Executive,1.0,Average,5.0
467877,Female,Yes,46,Yes,Artist,0.0,Average,2.0
464471,Male,Yes,30,Yes,Doctor,0.0,Low,3.0
467360,Male,Yes,51,Yes,Artist,0.0,Average,4.0
461576,Male,Yes,39,Yes,Artist,10.0,Low,2.0
461966,Female,No,41,Yes,Artist,1.0,Low,1.0
463398,Male,No,29,No,Marketing,9.0,Low,4.0
466096,Male,Yes,76,Yes,Lawyer,0.0,Low,2.0
461082,Male,No,23,No,Healthcare,8.0,Low,4.0
465942,Female,Yes,33,Yes,Marketing,8.0,High,2.0
464354,Female,No,43,Yes,Engineer,3.0,Low,2.0
464252,Male,Yes,35,Yes,Artist,1.0,Average,4.0
463463,Male,Yes,32,No,Doctor,0.0,Low,2.0
465592,Male,Yes,65,Yes,Entertainment,1.0,Low,1.0
462214,Male,Yes,49,No,Doctor,1.0,Low,2.0
466707,Female,Yes,48,Yes,Homemaker,1.0,Low,4.0
459956,Female,Yes,39,Yes,Healthcare,8.0,Average,2.0
460847,Male,No,27,Yes,Artist,1.0,Low,3.0
462816,Male,Yes,76,No,Entertainment,0.0,Low,1.0
461979,Male,Yes,35,Yes,Artist,9.0,Average,2.0
467170,Male,Yes,35,Yes,Artist,8.0,Low,4.0
462609,Female,Yes,48,No,Doctor,4.0,Low,1.0
466332,Male,No,23,No,Healthcare,0.0,Low,3.0
459594,Female,Yes,42,Yes,Artist,5.0,Low,1.0
464147,Male,Yes,41,Yes,Artist,0.0,High,3.0
464119,Male,Yes,36,Yes,Artist,0.0,Average,2.0
463310,Male,Yes,60,Yes,Entertainment,0.0,Low,2.0
465706,Female,Yes,46,Yes,Artist,1.0,Average,3.0
466174,Female,No,20,No,Healthcare,8.0,Low,4.0
463596,Female,No,31,No,Healthcare,0.0,Low,4.0
465455,Male,No,26,No,Doctor,0.0,Low,2.0
462867,Male,Yes,28,No,Artist,1.0,Low,2.0
459140,Female,No,18,No,Healthcare,7.0,Low,6.0
464295,Female,No,30,No,Healthcare,7.0,Low,6.0
460067,Female,No,39,Yes,Entertainment,11.0,Low,1.0
467222,Male,Yes,74,Yes,Entertainment,1.0,Average,2.0
461482,Female,No,52,Yes,Artist,9.0,Low,1.0
463722,Male,Yes,55,Yes,Executive,9.0,High,2.0
462278,Male,No,31,Yes,Healthcare,0.0,Low,4.0
463799,Female,No,41,Yes,Artist,0.0,Low,4.0
464259,Male,Yes,59,Yes,Artist,1.0,Average,4.0
467159,Female,Yes,39,Yes,Homemaker,8.0,High,2.0
462003,Male,Yes,79,No,Lawyer,9.0,Low,3.0
464298,Male,No,26,No,Doctor,1.0,Low,1.0
465039,Female,Yes,88,No,Lawyer,0.0,High,2.0
467973,Female,Yes,66,Yes,Engineer,0.0,Average,3.0
461721,Male,No,26,Yes,Entertainment,7.0,Low,5.0
463166,Female,No,41,Yes,Artist,1.0,Low,1.0
465944,Female,Yes,36,No,Engineer,4.0,High,3.0
461061,Female,No,38,Yes,Engineer,3.0,Low,1.0
463010,Male,Yes,81,No,Executive,0.0,Low,1.0
464756,Female,No,25,No,Engineer,5.0,Low,3.0
464006,Male,No,32,No,Healthcare,0.0,Low,5.0
461206,Male,No,28,Yes,Healthcare,9.0,Low,1.0
466216,Male,No,29,No,Entertainment,1.0,Low,4.0
463690,Female,No,28,No,Healthcare,7.0,Low,4.0
465929,Male,No,26,Yes,Healthcare,8.0,Low,5.0
461736,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0
460402,Female,Yes,50,Yes,Doctor,1.0,Low,2.0
467367,Male,Yes,70,Yes,Lawyer,1.0,Low,2.0
464918,Male,No,39,No,Artist,1.0,Low,1.0
461639,Male,Yes,60,Yes,Artist,0.0,Average,2.0
464254,Male,Yes,63,Yes,Entertainment,0.0,Average,3.0
462579,Female,Yes,68,No,Lawyer,1.0,Low,2.0
466976,Male,Yes,47,Yes,Artist,0.0,Low,1.0
467079,Male,Yes,40,Yes,Artist,1.0,Low,2.0
467724,Male,Yes,46,No,Artist,1.0,High,3.0
459792,Male,Yes,42,Yes,Artist,6.0,Low,3.0
464789,Female,Yes,48,Yes,Artist,0.0,Average,5.0
467143,Female,No,53,No,Lawyer,1.0,Low,3.0
464370,Male,Yes,65,Yes,Entertainment,0.0,Average,2.0
459415,Male,No,26,No,Doctor,0.0,Low,4.0
459387,Male,No,35,Yes,Doctor,0.0,Low,1.0
467895,Female,No,27,Yes,Healthcare,0.0,Low,4.0
459838,Female,Yes,86,No,Lawyer,0.0,High,2.0
463695,Female,No,30,Yes,Doctor,1.0,Low,4.0
464512,Male,Yes,43,No,Executive,8.0,Low,3.0
467419,Female,Yes,38,Yes,Artist,4.0,Low,1.0
462511,Female,Yes,66,Yes,Lawyer,1.0,High,2.0
464124,Female,Yes,74,Yes,Doctor,1.0,Low,2.0
466194,Male,Yes,89,No,Lawyer,0.0,Low,1.0
461807,Male,No,30,Yes,Doctor,10.0,Low,4.0
460456,Male,Yes,33,No,Executive,0.0,High,5.0
462932,Female,Yes,37,Yes,Homemaker,3.0,High,3.0
461297,Male,Yes,69,No,Lawyer,0.0,High,2.0
464430,Female,Yes,51,Yes,Engineer,6.0,Average,2.0
459416,Male,No,19,No,Artist,10.0,Low,3.0
464743,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0
466276,Female,No,32,No,Doctor,0.0,Low,5.0
467829,Female,No,22,No,Doctor,3.0,Low,4.0
463813,Female,No,26,No,Engineer,1.0,Low,6.0
461733,Female,Yes,43,Yes,Artist,0.0,High,3.0
466925,Male,No,19,No,Healthcare,7.0,Low,2.0
467846,Male,Yes,48,Yes,Artist,1.0,Average,3.0
459596,Female,Yes,61,Yes,Doctor,1.0,Average,2.0
460597,Female,No,20,No,Marketing,1.0,Low,2.0
467788,Male,No,22,No,Healthcare,0.0,Low,4.0
467966,Female,No,31,Yes,Entertainment,9.0,Low,3.0
464503,Male,No,25,Yes,Artist,9.0,Low,3.0
460242,Male,Yes,41,Yes,Healthcare,8.0,Low,3.0
467014,Male,Yes,36,Yes,Executive,9.0,High,3.0
466637,Male,Yes,48,Yes,Artist,1.0,High,5.0
462553,Male,No,27,No,Artist,1.0,Low,1.0
459287,Male,No,35,Yes,Lawyer,1.0,Low,1.0
464074,Female,Yes,39,Yes,Doctor,0.0,Average,3.0
463734,Male,Yes,38,No,Executive,0.0,Average,3.0
466575,Female,Yes,57,Yes,Artist,7.0,Average,3.0
459193,Male,No,38,Yes,Artist,1.0,Low,1.0
462143,Male,Yes,80,No,Artist,1.0,Low,2.0
467140,Male,Yes,61,Yes,Entertainment,9.0,Average,2.0
463356,Male,No,29,Yes,Healthcare,5.0,Low,4.0
466797,Female,No,23,No,Healthcare,1.0,Low,4.0
459234,Female,Yes,83,No,Lawyer,1.0,Low,1.0
460442,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0
463901,Male,Yes,35,No,Artist,0.0,Low,6.0
465494,Male,Yes,41,Yes,Doctor,9.0,Average,2.0
459239,Male,Yes,81,No,Entertainment,1.0,Low,1.0
466379,Female,Yes,58,Yes,Homemaker,2.0,Low,1.0
464759,Female,No,38,No,Engineer,8.0,Low,1.0
461994,Male,Yes,18,No,Doctor,10.0,Low,2.0
461802,Male,No,37,Yes,Artist,1.0,Low,4.0
462527,Male,Yes,43,No,Artist,4.0,Average,2.0
461800,Female,No,36,Yes,Doctor,4.0,Low,1.0
460933,Female,Yes,76,Yes,Lawyer,0.0,High,2.0
460189,Male,No,33,No,Entertainment,14.0,Low,1.0
459031,Male,Yes,43,No,Executive,1.0,High,5.0
464673,Male,Yes,47,No,Executive,1.0,High,7.0
459101,Male,Yes,81,No,Lawyer,8.0,Low,2.0
460136,Male,No,27,Yes,Artist,10.0,Low,3.0
460973,Male,No,29,No,Entertainment,1.0,Low,5.0
460187,Female,No,38,Yes,Doctor,4.0,Low,3.0
459700,Male,Yes,37,Yes,Executive,0.0,Average,5.0
464787,Male,No,47,No,Entertainment,1.0,Low,1.0
462614,Male,Yes,51,No,Entertainment,1.0,Average,5.0
460813,Female,Yes,86,No,Lawyer,1.0,High,2.0
462698,Female,Yes,56,Yes,Entertainment,1.0,Average,2.0
463344,Male,Yes,59,Yes,Artist,3.0,Average,2.0
463633,Male,Yes,33,Yes,Doctor,0.0,Average,2.0
462317,Female,No,32,No,Entertainment,3.0,Low,6.0
467353,Male,Yes,26,No,Artist,3.0,Low,2.0
464553,Male,Yes,70,Yes,Artist,1.0,Low,2.0
463518,Male,Yes,30,No,Executive,5.0,High,4.0
459711,Male,Yes,37,No,Executive,9.0,High,6.0
460788,Female,No,30,Yes,Doctor,0.0,Low,9.0
459392,Female,No,23,No,Doctor,0.0,Low,3.0
467887,Female,No,42,Yes,Artist,0.0,Low,2.0
467743,Male,Yes,48,No,Executive,1.0,High,4.0
460368,Male,No,28,Yes,Healthcare,0.0,Low,7.0
463126,Female,Yes,65,Yes,Artist,3.0,Average,2.0
467046,Female,No,28,No,Doctor,0.0,Low,5.0
462439,Male,No,18,No,Healthcare,1.0,Low,4.0
464182,Male,Yes,35,Yes,Artist,4.0,Average,2.0
464810,Female,No,27,No,Engineer,1.0,Low,1.0
464234,Male,Yes,68,Yes,Entertainment,0.0,Low,3.0
464683,Male,Yes,52,No,Engineer,0.0,Average,6.0
463349,Male,No,20,No,Healthcare,5.0,Low,5.0
465866,Male,Yes,35,Yes,Artist,7.0,Low,3.0
465261,Female,No,21,Yes,Healthcare,0.0,Low,4.0
459780,Female,No,42,No,Entertainment,1.0,Low,3.0
462031,Female,Yes,50,Yes,Artist,0.0,Average,2.0
463941,Female,No,32,No,Artist,1.0,Low,6.0
466842,Male,No,19,No,Healthcare,8.0,Low,5.0
459014,Male,No,22,No,Healthcare,0.0,Low,4.0
462420,Male,No,27,Yes,Healthcare,1.0,Low,3.0
465250,Male,No,22,No,Healthcare,0.0,Low,4.0
466513,Female,Yes,55,Yes,Artist,1.0,Average,3.0
461791,Female,No,22,No,Lawyer,8.0,Low,1.0
464586,Female,No,46,Yes,Artist,1.0,Low,1.0
461391,Male,Yes,65,Yes,Entertainment,3.0,Low,3.0
466658,Female,No,18,No,Healthcare,0.0,Low,4.0
459728,Female,Yes,53,Yes,Artist,2.0,Average,4.0
462219,Male,Yes,59,No,Executive,0.0,Low,5.0
467553,Female,No,32,Yes,Healthcare,8.0,Low,3.0
459655,Male,Yes,39,Yes,Artist,1.0,Average,3.0
462182,Male,Yes,88,No,Artist,7.0,Low,1.0
459119,Male,Yes,61,Yes,Executive,9.0,High,3.0
460721,Male,No,21,No,Healthcare,1.0,Low,4.0
459517,Male,No,31,Yes,Healthcare,1.0,Low,4.0
461441,Male,Yes,58,Yes,Artist,1.0,Average,4.0
465390,Female,No,27,Yes,Marketing,3.0,Low,3.0
466160,Female,Yes,51,Yes,Engineer,1.0,Average,2.0
463842,Female,Yes,48,Yes,Engineer,0.0,High,4.0
465902,Male,No,25,Yes,Executive,3.0,Low,3.0
467034,Male,Yes,89,No,Executive,0.0,High,2.0
