Size,Bedrooms,Bathrooms,Floor,Age,DistanceToCenter,NearbySchools,NearbyParks,PublicTransport,SafetyIndex,Price
82.64942652,4,2,9,39,2.775463662,4.0,2.0,2.0,49,189327.2386
196.0728045,3,2,5,23,3.824190235,3.0,3.0,8.0,35,250467.2894
74.35369219,3,1,15,8,9.493295811,2.0,0.0,7.0,66,142376.4516
93.626136,2,1,14,36,3.661590127,0.0,1.0,2.0,83,154224.7076
76.96929363,1,2,15,20,15.19178452,3.0,3.0,9.0,99,126870.626
101.8258485,3,2,1,6,10.26717116,2.0,4.0,4.0,48,159288.8421
122.0091332,1,1,19,1,17.71322453,3.0,4.0,7.0,19,119251.4805
128.3263804,3,1,6,44,1.72420163,9.0,2.0,9.0,35,232308.1356
178.0409063,3,1,19,2,17.24876938,1.0,1.0,3.0,52,161010.7601
183.4171863,3,2,10,15,38.12481944,2.0,3.0,5.0,38,254370.6526
83.01557912,4,1,2,19,18.58705998,6.0,2.0,3.0,70,120912.3549
143.4341048,4,1,9,42,7.19478108,9.0,0.0,7.0,50,222857.0897
118.845479,1,1,8,37,1.450187451,5.0,2.0,5.0,69,195312.6428
122.3876363,1,2,11,12,18.41571811,5.0,1.0,1.0,2,124098.6996
159.4741453,2,2,12,24,13.57395387,9.0,1.0,5.0,11,184093.7983
60.37739882,1,2,2,25,6.388763765,9.0,0.0,5.0,20,156152.9369
181.8760007,2,2,2,9,5.957263195,2.0,3.0,3.0,73,222950.9508
160.2220662,4,1,7,20,4.239105052,6.0,1.0,7.0,27,230936.5499
76.47490833,2,1,7,3,16.23553957,7.0,1.0,5.0,50,124921.3895
190.8741364,4,0,6,29,9.331058231,4.0,0.0,9.0,99,229126.4998
125.9468336,4,1,5,39,6.261966617,1.0,0.0,1.0,68,177766.8355
199.9712867,4,2,3,47,19.10357073,3.0,4.0,5.0,11,174270.0854
79.58892115,1,2,9,83,16.24257581,9.0,0.0,2.0,3,109762.0447
138.6598071,3,1,9,34,13.77111175,0.0,2.0,5.0,93,146879.771
188.25786,4,1,10,11,7.158879924,2.0,0.0,2.0,49,211477.5822
170.7895783,3,1,7,24,14.06267048,5.0,4.0,5.0,46,176602.1479
158.5912098,2,2,15,14,19.27148546,5.0,3.0,9.0,6,165336.2505
133.8760673,4,1,8,47,15.82683222,5.0,2.0,6.0,70,162667.5151
123.854211,4,2,4,1,15.16513096,4.0,3.0,1.0,95,163554.3156
181.0748268,4,2,1,44,9.898301671,0.0,0.0,7.0,39,219603.268
165.6838194,4,1,5,47,13.86685786,3.0,1.0,3.0,49,156594.465
51.82567354,1,2,19,1,3.709237258,2.0,3.0,7.0,71,161757.1088
84.4351167,4,2,19,9,13.66833632,2.0,2.0,8.0,3,152273.0507
126.0294438,2,1,19,4,17.93458611,1.0,2.0,6.0,22,108861.0303
160.5279743,4,2,15,12,12.57790911,0.0,1.0,9.0,66,197467.8326
190.7618033,3,2,11,2,13.68478131,0.0,1.0,5.0,24,208670.7676
84.29698265,1,1,7,7,4.711032925,8.0,0.0,8.0,72,176553.5646
151.5711716,2,1,10,47,14.91126412,9.0,3.0,5.0,26,171480.0825
